thumb_rms,thumb_mav,thumb_wl,thumb_zc,thumb_ssc,thumb_var,index_rms,index_mav,index_wl,index_zc,index_ssc,index_var,middle_rms,middle_mav,middle_wl,middle_zc,middle_ssc,middle_var,ring_rms,ring_mav,ring_wl,ring_zc,ring_ssc,ring_var,little_rms,little_mav,little_wl,little_zc,little_ssc,little_var,label
509.24766674669854,509.2434782608695,88.20000000000016,0,36,4.2659357277883085,511.2803689289996,511.2782608695654,65.60000000000008,0,34,2.1556143667296794,509.85031818811467,509.84782608695645,68.40000000000032,0,34,2.5411909262760046,508.25333635210256,508.2521739130435,43.799999999999216,0,27,1.1816257088846611,148.86140621688875,148.86086956521743,12.80000000000004,0,26,0.1597731568998096,0
508.79133760058386,508.7869565217392,88.40000000000003,0,30,4.458090737240071,510.89766694217406,510.89565217391305,67.2000000000001,0,30,2.0586767485822275,510.2288864046597,510.22608695652167,63.00000000000006,0,24,2.8567107750472416,508.11821031348006,508.11739130434785,38.9999999999996,0,27,0.8323062381852375,148.98748999131786,148.98695652173907,10.20000000000013,0,26,0.15896030245746529,0
508.6037254731992,508.6,66.60000000000002,0,21,3.7895652173913055,510.5362389726588,510.5347826086956,46.80000000000041,0,24,1.4870510396975534,510.6761408853611,510.67391304347825,41.80000000000007,0,17,2.275406427221154,507.804788750816,507.80434782608694,24.39999999999992,0,27,0.4478071833648356,149.12203348119021,149.1217391304348,6.800000000000324,0,23,0.08778827977315676,0
509.41288797475727,509.4086956521739,91.39999999999986,0,29,4.271228733459371,510.1899194545532,510.1869565217392,68.79999999999995,0,29,3.023308128544428,510.1104935719064,510.108695652174,49.999999999999886,0,27,1.8342722117202555,508.39171306488015,508.39130434782606,25.000000000000057,0,29,0.41557655954630474,148.8568877932031,148.85652173913044,10.400000000000091,0,17,0.10897920604915068,0
509.48732714537573,509.4826086956522,93.79999999999956,0,35,4.807958412098317,510.2862172136936,510.2826086956522,77.20000000000005,0,35,3.682741020793931,509.4630301900569,509.4608695652174,61.80000000000001,0,30,2.2015122873346273,508.2922789789013,508.29130434782604,33.000000000000114,0,30,0.9907939508506568,148.77440172521497,148.7739130434783,14.600000000000108,0,27,0.14540642722117403,0
508.94303943693393,508.9391304347827,72.39999999999952,0,28,3.978903591682415,510.5028833542897,510.5,54.40000000000032,0,28,2.9439130434782252,509.7627760302698,509.76086956521755,54.40000000000043,0,30,1.9436862003781132,507.8661095381255,507.8652173913044,38.19999999999982,0,29,0.9061814744801552,148.6525332854234,148.6521739130435,12.40000000000012,0,24,0.10684310018903669,0
508.43073744868013,508.4217391304348,87.80000000000035,0,25,9.149962192816629,510.54737122119195,510.5434782608695,57.60000000000008,0,24,3.9750661625708914,510.7343255591383,510.73043478260877,65.20000000000044,0,29,3.9742911153119054,507.2317101937605,507.23043478260865,41.599999999999795,0,29,1.2938563327032284,148.68338990883484,148.6826086956522,13.999999999999972,0,19,0.2323062381852513,0
508.75801029907944,508.74782608695654,80.40000000000049,0,22,10.362495274102093,511.23699855903646,511.2304347826086,59.79999999999973,0,20,6.711247637051015,509.8644124965331,509.85652173913047,75.6000000000003,0,23,8.04637051039695,507.61063304722916,507.60869565217394,39.39999999999975,0,23,1.9668809073724132,148.8573083891737,148.85652173913044,11.399999999999864,0,18,0.23419659735349296,0
509.3701259569424,509.3652173913044,78.80000000000001,0,27,5.0005293005670985,511.060970581959,511.0565217391306,53.79999999999956,0,23,4.5472400756143045,509.4942172304847,509.49130434782614,69.80000000000013,0,33,2.9681852551985046,508.2833778257096,508.28260869565224,40.799999999999955,0,24,0.7818714555765682,148.8133146216952,148.81304347826088,9.000000000000057,0,20,0.08069943289224919,0
510.86943111931635,510.86086956521746,91.79999999999939,0,29,8.74759924385637,510.0037493468319,510.00000000000006,66.79999999999922,0,28,3.82434782608691,509.9905395541987,509.9869565217391,72.60000000000036,0,34,3.654612476370531,508.0494832113348,508.04782608695655,41.599999999999795,0,22,1.6837996219281859,148.60459645299173,148.60434782608698,10.200000000000244,0,23,0.07389413988657738,0
